mes,tienda_id,producto_id,producto,cantidad,precio_venta,total
2025-09,T24,P053,Tablet Samsung Galaxy Tab,21,4689.64,98482.44
2025-09,T24,P054,Smartwatch Apple Watch,0,4943.79,0.0
2025-09,T24,P055,Smartwatch Samsung Galaxy,15,3000.78,45011.7
2025-09,T24,P056,Auriculares AirPods,10,3063.1,30631.0
2025-09,T24,P057,Cargador inalámbrico,12,3546.92,42563.04
2025-09,T24,P058,Funda protectora,16,1953.56,31256.96
2025-09,T24,P059,Power bank Anker,18,4119.13,74144.34
2025-09,T24,P060,Smartphone Motorola G84,12,2808.36,33700.32
2025-09,T24,P061,Aire acondicionado LG 12000BTU,22,1183.84,26044.48
2025-09,T24,P062,AC Samsung Inverter,5,1974.68,9873.4
2025-09,T24,P063,AC Midea 9000BTU,26,1094.48,28456.48
2025-09,T24,P064,Ventilador de pie,19,824.03,15656.57
2025-09,T24,P065,Ventilador de techo,34,774.62,26337.08
2025-09,T24,P066,Calefactor eléctrico,3,314.56,943.68
2025-09,T24,P067,Humidificador,31,1528.5,47383.5
2025-09,T24,P068,Deshumidificador,35,1414.68,49513.8
2025-09,T24,P069,Purificador de aire Xiaomi,33,1143.54,37736.82
2025-09,T24,P070,Climatizador evaporativo,11,1269.63,13965.93
2025-09,T24,P071,Calefón a gas,2,1204.56,2409.12
2025-09,T24,P072,Terma eléctrica,15,2046.94,30704.1
2025-09,T24,P073,Secadora de cabello Gama,73,293.29,21410.17
2025-09,T24,P074,Plancha de cabello Babyliss,55,478.17,26299.35
2025-09,T24,P075,Afeitadora Philips,21,499.24,10484.04
2025-09,T24,P076,Cortadora de cabello Wahl,23,757.46,17421.58
2025-09,T24,P077,Cepillo dental eléctrico,4,742.53,2970.12
2025-09,T24,P078,Depiladora Braun,74,537.43,39769.82
2025-09,T24,P079,Afeitadora Braun,80,823.96,65916.8
2025-09,T24,P080,Espejo con luz LED,68,761.75,51799.0
2025-09,T24,P081,Masajeador eléctrico,56,339.66,19020.96
2025-09,T24,P082,Rizadora Conair,52,831.79,43253.08
2025-09,T24,P083,Kit de manicura,73,160.67,11728.91
2025-09,T24,P084,Balanza digital,42,645.25,27100.5
2025-09,T24,P085,Cable HDMI 2m,31,723.77,22436.87
2025-09,T24,P086,Cable USB-C,78,502.44,39190.32
2025-09,T24,P087,Mouse inalámbrico,63,451.39,28437.57
2025-09,T24,P088,Teclado inalámbrico,11,871.52,9586.72
2025-09,T24,P089,Audífonos con micrófono,14,873.16,12224.24
2025-09,T24,P090,Soporte para TV,0,770.8,0.0
2025-09,T24,P091,Regulador de voltaje,3,472.9,1418.7
2025-09,T24,P092,Estabilizador,72,132.72,9555.84
2025-09,T24,P093,UPS 1000VA,66,298.5,19701.0
2025-09,T24,P094,Hub USB multipuerto,76,488.71,37141.96
2025-09,T24,P095,Tarjeta SD 128GB,63,159.26,10033.38
2025-09,T24,P096,Memoria USB 64GB,52,692.99,36035.48
2025-09,T25,P001,Refrigeradora LG 340L,21,2683.86,56361.06
2025-09,T25,P002,Refrigeradora Samsung 450L,0,3888.72,0.0
2025-09,T25,P003,Refrigeradora Bosch 280L,0,3461.09,0.0
2025-09,T25,P004,Lavadora LG 15kg,5,3441.98,17209.9
2025-09,T25,P005,Lavadora Samsung 18kg,24,1893.74,45449.76
2025-09,T25,P006,Lavadora Whirlpool 14kg,16,2029.99,32479.84
2025-09,T25,P007,Secadora Electrolux 10kg,25,4433.71,110842.75
2025-09,T25,P008,Cocina a gas Indurama 4H,4,4266.75,17067.0
2025-09,T25,P009,Cocina eléctrica Mabe 4H,5,3856.95,19284.75
2025-09,T25,P010,Campana extractora Bosch,0,4498.87,0.0
2025-09,T25,P011,Horno empotrado Electrolux,15,2894.84,43422.6
2025-09,T25,P012,Lavaplatos Frigidaire,0,1451.86,0.0
2025-09,T25,P013,Smart TV LG 55,2,2323.3,4646.6
2025-09,T25,P014,Smart TV Samsung 65,20,3039.59,60791.8
2025-09,T25,P015,Smart TV Sony 75,25,2164.0,54100.0
2025-09,T25,P016,Smart TV TCL 50,13,2709.58,35224.54
2025-09,T25,P017,TV OLED LG 65,19,4092.37,77755.03
2025-09,T25,P018,Soundbar Samsung 5.1,4,3523.12,14092.48
2025-09,T25,P019,Soundbar JBL 2.1,19,3105.5,59004.5
2025-09,T25,P020,Home theater Sony,16,1281.64,20506.24
2025-09,T25,P021,Parlante Bluetooth JBL,8,3545.85,28366.8
2025-09,T25,P022,Audífonos Sony WH-1000,9,2399.69,21597.21
2025-09,T25,P023,Barra Bose 900,5,2593.32,12966.6
2025-09,T25,P024,Receptor AV Yamaha,15,2515.95,37739.25
2025-09,T25,P025,Licuadora Oster 700W,66,560.29,36979.14
2025-09,T25,P026,Licuadora Philips 1000W,18,488.73,8797.14
2025-09,T25,P027,Microondas LG 32L,6,175.49,1052.94
2025-09,T25,P028,Microondas Panasonic 25L,48,495.21,23770.08
2025-09,T25,P029,Hervidor eléctrico Bosch,19,695.12,13207.28
2025-09,T25,P030,Cafetera DeLonghi,35,572.14,20024.9
2025-09,T25,P031,Freidora de aire Philips,34,482.65,16410.1
2025-09,T25,P032,Aspiradora Dyson V11,27,831.74,22456.98
2025-09,T25,P033,Plancha a vapor Rowenta,8,292.09,2336.72
2025-09,T25,P034,Batidora KitchenAid,59,424.37,25037.83
2025-09,T25,P035,Tostadora Oster,56,839.51,47012.56
2025-09,T25,P036,Purificador de agua,34,472.94,16079.96
2025-09,T25,P037,Laptop HP 15,13,2909.36,37821.68
2025-09,T25,P038,Laptop Lenovo ThinkPad,25,1283.74,32093.5
2025-09,T25,P039,Laptop Asus VivoBook,12,1940.93,23291.16
2025-09,T25,P040,Laptop Dell Inspiron,8,1625.7,13005.6
2025-09,T25,P041,Monitor LG 27,6,1361.33,8167.98
2025-09,T25,P042,Monitor Samsung 24,5,3525.39,17626.95
2025-09,T25,P043,Monitor BenQ 32,20,4126.52,82530.4
2025-09,T25,P044,Impresora Epson EcoTank,6,1538.5,9231.0
2025-09,T25,P045,Impresora HP LaserJet,3,3253.62,9760.86
2025-09,T25,P046,All-in-one Dell,13,2751.13,35764.69
2025-09,T25,P047,Mini PC Intel NUC,22,2790.97,61401.34
2025-09,T25,P048,Teclado mecánico Logitech,15,1955.46,29331.9
2025-09,T25,P049,Smartphone iPhone 15,14,4498.05,62972.7
2025-09,T25,P050,Smartphone Samsung S24,14,3357.35,47002.9
2025-09,T25,P051,Smartphone Xiaomi Redmi,19,2609.9,49588.1
2025-09,T25,P052,Tablet iPad 10,5,2665.39,13326.95
2025-09,T25,P053,Tablet Samsung Galaxy Tab,2,4689.64,9379.28
2025-09,T25,P054,Smartwatch Apple Watch,9,4943.79,44494.11
2025-09,T25,P055,Smartwatch Samsung Galaxy,2,3000.78,6001.56
2025-09,T25,P056,Auriculares AirPods,22,3063.1,67388.2
2025-09,T25,P057,Cargador inalámbrico,11,3546.92,39016.12
2025-09,T25,P058,Funda protectora,6,1953.56,11721.36
2025-09,T25,P059,Power bank Anker,24,4119.13,98859.12
2025-09,T25,P060,Smartphone Motorola G84,9,2808.36,25275.24
2025-09,T25,P061,Aire acondicionado LG 12000BTU,19,1183.84,22492.96
2025-09,T25,P062,AC Samsung Inverter,28,1974.68,55291.04
2025-09,T25,P063,AC Midea 9000BTU,38,1094.48,41590.24
2025-09,T25,P064,Ventilador de pie,25,824.03,20600.75
2025-09,T25,P065,Ventilador de techo,28,774.62,21689.36
2025-09,T25,P066,Calefactor eléctrico,8,314.56,2516.48
2025-09,T25,P067,Humidificador,22,1528.5,33627.0
2025-09,T25,P068,Deshumidificador,11,1414.68,15561.48
2025-09,T25,P069,Purificador de aire Xiaomi,4,1143.54,4574.16
2025-09,T25,P070,Climatizador evaporativo,34,1269.63,43167.42
2025-09,T25,P071,Calefón a gas,37,1204.56,44568.72
2025-09,T25,P072,Terma eléctrica,36,2046.94,73689.84
2025-09,T25,P073,Secadora de cabello Gama,4,293.29,1173.16
2025-09,T25,P074,Plancha de cabello Babyliss,26,478.17,12432.42
2025-09,T25,P075,Afeitadora Philips,27,499.24,13479.48
2025-09,T25,P076,Cortadora de cabello Wahl,21,757.46,15906.66
2025-09,T25,P077,Cepillo dental eléctrico,9,742.53,6682.77
2025-09,T25,P078,Depiladora Braun,16,537.43,8598.88
2025-09,T25,P079,Afeitadora Braun,55,823.96,45317.8
2025-09,T25,P080,Espejo con luz LED,50,761.75,38087.5
2025-09,T25,P081,Masajeador eléctrico,65,339.66,22077.9
2025-09,T25,P082,Rizadora Conair,53,831.79,44084.87
2025-09,T25,P083,Kit de manicura,75,160.67,12050.25
2025-09,T25,P084,Balanza digital,20,645.25,12905.0
2025-09,T25,P085,Cable HDMI 2m,21,723.77,15199.17
2025-09,T25,P086,Cable USB-C,59,502.44,29643.96
2025-09,T25,P087,Mouse inalámbrico,11,451.39,4965.29
2025-09,T25,P088,Teclado inalámbrico,28,871.52,24402.56
2025-09,T25,P089,Audífonos con micrófono,67,873.16,58501.72
2025-09,T25,P090,Soporte para TV,24,770.8,18499.2
2025-09,T25,P091,Regulador de voltaje,15,472.9,7093.5
2025-09,T25,P092,Estabilizador,22,132.72,2919.84
2025-09,T25,P093,UPS 1000VA,72,298.5,21492.0
2025-09,T25,P094,Hub USB multipuerto,34,488.71,16616.14
2025-09,T25,P095,Tarjeta SD 128GB,62,159.26,9874.12
2025-09,T25,P096,Memoria USB 64GB,11,692.99,7622.89
2025-10,T01,P001,Refrigeradora LG 340L,11,2683.86,29522.46
2025-10,T01,P002,Refrigeradora Samsung 450L,21,3888.72,81663.12
2025-10,T01,P003,Refrigeradora Bosch 280L,0,3461.09,0.0
2025-10,T01,P004,Lavadora LG 15kg,21,3441.98,72281.58
2025-10,T01,P005,Lavadora Samsung 18kg,4,1893.74,7574.96
2025-10,T01,P006,Lavadora Whirlpool 14kg,20,2029.99,40599.8
2025-10,T01,P007,Secadora Electrolux 10kg,23,4433.71,101975.33
2025-10,T01,P008,Cocina a gas Indurama 4H,24,4266.75,102402.0
2025-10,T01,P009,Cocina eléctrica Mabe 4H,19,3856.95,73282.05
2025-10,T01,P010,Campana extractora Bosch,11,4498.87,49487.57
2025-10,T01,P011,Horno empotrado Electrolux,4,2894.84,11579.36
2025-10,T01,P012,Lavaplatos Frigidaire,19,1451.86,27585.34
2025-10,T01,P013,Smart TV LG 55,5,2323.3,11616.5
2025-10,T01,P014,Smart TV Samsung 65,1,3039.59,3039.59
2025-10,T01,P015,Smart TV Sony 75,15,2164.0,32460.0
2025-10,T01,P016,Smart TV TCL 50,9,2709.58,24386.22
2025-10,T01,P017,TV OLED LG 65,5,4092.37,20461.85
2025-10,T01,P018,Soundbar Samsung 5.1,10,3523.12,35231.2
2025-10,T01,P019,Soundbar JBL 2.1,12,3105.5,37266.0
2025-10,T01,P020,Home theater Sony,10,1281.64,12816.4
2025-10,T01,P021,Parlante Bluetooth JBL,15,3545.85,53187.75
2025-10,T01,P022,Audífonos Sony WH-1000,18,2399.69,43194.42
2025-10,T01,P023,Barra Bose 900,16,2593.32,41493.12
2025-10,T01,P024,Receptor AV Yamaha,6,2515.95,15095.7
2025-10,T01,P025,Licuadora Oster 700W,60,560.29,33617.4
2025-10,T01,P026,Licuadora Philips 1000W,12,488.73,5864.76
2025-10,T01,P027,Microondas LG 32L,62,175.49,10880.38
2025-10,T01,P028,Microondas Panasonic 25L,51,495.21,25255.71
2025-10,T01,P029,Hervidor eléctrico Bosch,27,695.12,18768.24
2025-10,T01,P030,Cafetera DeLonghi,37,572.14,21169.18
2025-10,T01,P031,Freidora de aire Philips,41,482.65,19788.65
2025-10,T01,P032,Aspiradora Dyson V11,19,831.74,15803.06
2025-10,T01,P033,Plancha a vapor Rowenta,55,292.09,16064.95
2025-10,T01,P034,Batidora KitchenAid,4,424.37,1697.48
2025-10,T01,P035,Tostadora Oster,54,839.51,45333.54
2025-10,T01,P036,Purificador de agua,33,472.94,15607.02
2025-10,T01,P037,Laptop HP 15,10,2909.36,29093.6
2025-10,T01,P038,Laptop Lenovo ThinkPad,0,1283.74,0.0
2025-10,T01,P039,Laptop Asus VivoBook,2,1940.93,3881.86
2025-10,T01,P040,Laptop Dell Inspiron,2,1625.7,3251.4
2025-10,T01,P041,Monitor LG 27,9,1361.33,12251.97
2025-10,T01,P042,Monitor Samsung 24,11,3525.39,38779.29
2025-10,T01,P043,Monitor BenQ 32,19,4126.52,78403.88
2025-10,T01,P044,Impresora Epson EcoTank,24,1538.5,36924.0
2025-10,T01,P045,Impresora HP LaserJet,9,3253.62,29282.58
2025-10,T01,P046,All-in-one Dell,13,2751.13,35764.69
2025-10,T01,P047,Mini PC Intel NUC,1,2790.97,2790.97
2025-10,T01,P048,Teclado mecánico Logitech,18,1955.46,35198.28
2025-10,T01,P049,Smartphone iPhone 15,13,4498.05,58474.65
2025-10,T01,P050,Smartphone Samsung S24,11,3357.35,36930.85
2025-10,T01,P051,Smartphone Xiaomi Redmi,20,2609.9,52198.0
2025-10,T01,P052,Tablet iPad 10,17,2665.39,45311.63
2025-10,T01,P053,Tablet Samsung Galaxy Tab,9,4689.64,42206.76
2025-10,T01,P054,Smartwatch Apple Watch,10,4943.79,49437.9
2025-10,T01,P055,Smartwatch Samsung Galaxy,23,3000.78,69017.94
2025-10,T01,P056,Auriculares AirPods,24,3063.1,73514.4
2025-10,T01,P057,Cargador inalámbrico,1,3546.92,3546.92
2025-10,T01,P058,Funda protectora,0,1953.56,0.0
2025-10,T01,P059,Power bank Anker,14,4119.13,57667.82
2025-10,T01,P060,Smartphone Motorola G84,20,2808.36,56167.2
2025-10,T01,P061,Aire acondicionado LG 12000BTU,17,1183.84,20125.28
2025-10,T01,P062,AC Samsung Inverter,33,1974.68,65164.44
2025-10,T01,P063,AC Midea 9000BTU,20,1094.48,21889.6
2025-10,T01,P064,Ventilador de pie,7,824.03,5768.21
2025-10,T01,P065,Ventilador de techo,18,774.62,13943.16
2025-10,T01,P066,Calefactor eléctrico,34,314.56,10695.04
2025-10,T01,P067,Humidificador,7,1528.5,10699.5
2025-10,T01,P068,Deshumidificador,0,1414.68,0.0
2025-10,T01,P069,Purificador de aire Xiaomi,7,1143.54,8004.78
2025-10,T01,P070,Climatizador evaporativo,13,1269.63,16505.19
2025-10,T01,P071,Calefón a gas,15,1204.56,18068.4
2025-10,T01,P072,Terma eléctrica,4,2046.94,8187.76
2025-10,T01,P073,Secadora de cabello Gama,47,293.29,13784.63
2025-10,T01,P074,Plancha de cabello Babyliss,54,478.17,25821.18
2025-10,T01,P075,Afeitadora Philips,5,499.24,2496.2
2025-10,T01,P076,Cortadora de cabello Wahl,33,757.46,24996.18
2025-10,T01,P077,Cepillo dental eléctrico,3,742.53,2227.59
2025-10,T01,P078,Depiladora Braun,70,537.43,37620.1
2025-10,T01,P079,Afeitadora Braun,25,823.96,20599.0
2025-10,T01,P080,Espejo con luz LED,59,761.75,44943.25
2025-10,T01,P081,Masajeador eléctrico,65,339.66,22077.9
2025-10,T01,P082,Rizadora Conair,9,831.79,7486.11
2025-10,T01,P083,Kit de manicura,77,160.67,12371.59
2025-10,T01,P084,Balanza digital,42,645.25,27100.5
2025-10,T01,P085,Cable HDMI 2m,79,723.77,57177.83
2025-10,T01,P086,Cable USB-C,53,502.44,26629.32
2025-10,T01,P087,Mouse inalámbrico,8,451.39,3611.12
2025-10,T01,P088,Teclado inalámbrico,1,871.52,871.52
2025-10,T01,P089,Audífonos con micrófono,9,873.16,7858.44
2025-10,T01,P090,Soporte para TV,7,770.8,5395.6
2025-10,T01,P091,Regulador de voltaje,14,472.9,6620.6
2025-10,T01,P092,Estabilizador,73,132.72,9688.56
2025-10,T01,P093,UPS 1000VA,43,298.5,12835.5
2025-10,T01,P094,Hub USB multipuerto,36,488.71,17593.56
2025-10,T01,P095,Tarjeta SD 128GB,33,159.26,5255.58
2025-10,T01,P096,Memoria USB 64GB,39,692.99,27026.61
2025-10,T02,P001,Refrigeradora LG 340L,12,2683.86,32206.32
2025-10,T02,P002,Refrigeradora Samsung 450L,2,3888.72,7777.44
2025-10,T02,P003,Refrigeradora Bosch 280L,11,3461.09,38071.99
2025-10,T02,P004,Lavadora LG 15kg,3,3441.98,10325.94
2025-10,T02,P005,Lavadora Samsung 18kg,11,1893.74,20831.14
2025-10,T02,P006,Lavadora Whirlpool 14kg,15,2029.99,30449.85
2025-10,T02,P007,Secadora Electrolux 10kg,11,4433.71,48770.81
2025-10,T02,P008,Cocina a gas Indurama 4H,23,4266.75,98135.25
2025-10,T02,P009,Cocina eléctrica Mabe 4H,21,3856.95,80995.95
2025-10,T02,P010,Campana extractora Bosch,7,4498.87,31492.09
2025-10,T02,P011,Horno empotrado Electrolux,19,2894.84,55001.96
2025-10,T02,P012,Lavaplatos Frigidaire,20,1451.86,29037.2
2025-10,T02,P013,Smart TV LG 55,20,2323.3,46466.0
2025-10,T02,P014,Smart TV Samsung 65,4,3039.59,12158.36
2025-10,T02,P015,Smart TV Sony 75,24,2164.0,51936.0
2025-10,T02,P016,Smart TV TCL 50,2,2709.58,5419.16
2025-10,T02,P017,TV OLED LG 65,1,4092.37,4092.37
2025-10,T02,P018,Soundbar Samsung 5.1,21,3523.12,73985.52
2025-10,T02,P019,Soundbar JBL 2.1,5,3105.5,15527.5
2025-10,T02,P020,Home theater Sony,11,1281.64,14098.04
2025-10,T02,P021,Parlante Bluetooth JBL,9,3545.85,31912.65
2025-10,T02,P022,Audífonos Sony WH-1000,18,2399.69,43194.42
2025-10,T02,P023,Barra Bose 900,23,2593.32,59646.36
2025-10,T02,P024,Receptor AV Yamaha,1,2515.95,2515.95
2025-10,T02,P025,Licuadora Oster 700W,80,560.29,44823.2
2025-10,T02,P026,Licuadora Philips 1000W,78,488.73,38120.94
2025-10,T02,P027,Microondas LG 32L,21,175.49,3685.29
2025-10,T02,P028,Microondas Panasonic 25L,8,495.21,3961.68
2025-10,T02,P029,Hervidor eléctrico Bosch,70,695.12,48658.4
2025-10,T02,P030,Cafetera DeLonghi,64,572.14,36616.96
2025-10,T02,P031,Freidora de aire Philips,79,482.65,38129.35
2025-10,T02,P032,Aspiradora Dyson V11,7,831.74,5822.18
2025-10,T02,P033,Plancha a vapor Rowenta,36,292.09,10515.24
2025-10,T02,P034,Batidora KitchenAid,74,424.37,31403.38
2025-10,T02,P035,Tostadora Oster,77,839.51,64642.27
2025-10,T02,P036,Purificador de agua,42,472.94,19863.48
2025-10,T02,P037,Laptop HP 15,7,2909.36,20365.52
2025-10,T02,P038,Laptop Lenovo ThinkPad,2,1283.74,2567.48
2025-10,T02,P039,Laptop Asus VivoBook,25,1940.93,48523.25
2025-10,T02,P040,Laptop Dell Inspiron,9,1625.7,14631.3
2025-10,T02,P041,Monitor LG 27,5,1361.33,6806.65
2025-10,T02,P042,Monitor Samsung 24,7,3525.39,24677.73
2025-10,T02,P043,Monitor BenQ 32,15,4126.52,61897.8
2025-10,T02,P044,Impresora Epson EcoTank,20,1538.5,30770.0
2025-10,T02,P045,Impresora HP LaserJet,7,3253.62,22775.34
2025-10,T02,P046,All-in-one Dell,6,2751.13,16506.78
2025-10,T02,P047,Mini PC Intel NUC,20,2790.97,55819.4
2025-10,T02,P048,Teclado mecánico Logitech,12,1955.46,23465.52
2025-10,T02,P049,Smartphone iPhone 15,20,4498.05,89961.0
2025-10,T02,P050,Smartphone Samsung S24,18,3357.35,60432.3
2025-10,T02,P051,Smartphone Xiaomi Redmi,24,2609.9,62637.6
2025-10,T02,P052,Tablet iPad 10,14,2665.39,37315.46
2025-10,T02,P053,Tablet Samsung Galaxy Tab,18,4689.64,84413.52
2025-10,T02,P054,Smartwatch Apple Watch,10,4943.79,49437.9
2025-10,T02,P055,Smartwatch Samsung Galaxy,3,3000.78,9002.34
2025-10,T02,P056,Auriculares AirPods,13,3063.1,39820.3
2025-10,T02,P057,Cargador inalámbrico,16,3546.92,56750.72
2025-10,T02,P058,Funda protectora,10,1953.56,19535.6
2025-10,T02,P059,Power bank Anker,9,4119.13,37072.17
2025-10,T02,P060,Smartphone Motorola G84,4,2808.36,11233.44
2025-10,T02,P061,Aire acondicionado LG 12000BTU,17,1183.84,20125.28
2025-10,T02,P062,AC Samsung Inverter,29,1974.68,57265.72
2025-10,T02,P063,AC Midea 9000BTU,19,1094.48,20795.12
2025-10,T02,P064,Ventilador de pie,16,824.03,13184.48
2025-10,T02,P065,Ventilador de techo,32,774.62,24787.84
2025-10,T02,P066,Calefactor eléctrico,0,314.56,0.0
2025-10,T02,P067,Humidificador,21,1528.5,32098.5
2025-10,T02,P068,Deshumidificador,37,1414.68,52343.16
2025-10,T02,P069,Purificador de aire Xiaomi,17,1143.54,19440.18
2025-10,T02,P070,Climatizador evaporativo,38,1269.63,48245.94
2025-10,T02,P071,Calefón a gas,32,1204.56,38545.92
2025-10,T02,P072,Terma eléctrica,2,2046.94,4093.88
2025-10,T02,P073,Secadora de cabello Gama,48,293.29,14077.92
2025-10,T02,P074,Plancha de cabello Babyliss,47,478.17,22473.99
2025-10,T02,P075,Afeitadora Philips,46,499.24,22965.04
2025-10,T02,P076,Cortadora de cabello Wahl,66,757.46,49992.36
2025-10,T02,P077,Cepillo dental eléctrico,45,742.53,33413.85
2025-10,T02,P078,Depiladora Braun,55,537.43,29558.65
2025-10,T02,P079,Afeitadora Braun,17,823.96,14007.32
2025-10,T02,P080,Espejo con luz LED,41,761.75,31231.75
2025-10,T02,P081,Masajeador eléctrico,23,339.66,7812.18
2025-10,T02,P082,Rizadora Conair,68,831.79,56561.72
2025-10,T02,P083,Kit de manicura,34,160.67,5462.78
2025-10,T02,P084,Balanza digital,41,645.25,26455.25
2025-10,T02,P085,Cable HDMI 2m,55,723.77,39807.35
2025-10,T02,P086,Cable USB-C,9,502.44,4521.96
2025-10,T02,P087,Mouse inalámbrico,66,451.39,29791.74
2025-10,T02,P088,Teclado inalámbrico,53,871.52,46190.56
2025-10,T02,P089,Audífonos con micrófono,27,873.16,23575.32
2025-10,T02,P090,Soporte para TV,33,770.8,25436.4
2025-10,T02,P091,Regulador de voltaje,3,472.9,1418.7
2025-10,T02,P092,Estabilizador,44,132.72,5839.68
2025-10,T02,P093,UPS 1000VA,51,298.5,15223.5
2025-10,T02,P094,Hub USB multipuerto,10,488.71,4887.1
2025-10,T02,P095,Tarjeta SD 128GB,27,159.26,4300.02
2025-10,T02,P096,Memoria USB 64GB,47,692.99,32570.53
2025-10,T03,P001,Refrigeradora LG 340L,15,2683.86,40257.9
2025-10,T03,P002,Refrigeradora Samsung 450L,25,3888.72,97218.0
2025-10,T03,P003,Refrigeradora Bosch 280L,11,3461.09,38071.99
2025-10,T03,P004,Lavadora LG 15kg,0,3441.98,0.0
2025-10,T03,P005,Lavadora Samsung 18kg,13,1893.74,24618.62
2025-10,T03,P006,Lavadora Whirlpool 14kg,18,2029.99,36539.82
2025-10,T03,P007,Secadora Electrolux 10kg,22,4433.71,97541.62
2025-10,T03,P008,Cocina a gas Indurama 4H,9,4266.75,38400.75
2025-10,T03,P009,Cocina eléctrica Mabe 4H,5,3856.95,19284.75
2025-10,T03,P010,Campana extractora Bosch,13,4498.87,58485.31
2025-10,T03,P011,Horno empotrado Electrolux,20,2894.84,57896.8
2025-10,T03,P012,Lavaplatos Frigidaire,12,1451.86,17422.32
2025-10,T03,P013,Smart TV LG 55,20,2323.3,46466.0
2025-10,T03,P014,Smart TV Samsung 65,19,3039.59,57752.21
2025-10,T03,P015,Smart TV Sony 75,17,2164.0,36788.0
2025-10,T03,P016,Smart TV TCL 50,21,2709.58,56901.18
2025-10,T03,P017,TV OLED LG 65,3,4092.37,12277.11
2025-10,T03,P018,Soundbar Samsung 5.1,20,3523.12,70462.4
2025-10,T03,P019,Soundbar JBL 2.1,9,3105.5,27949.5
2025-10,T03,P020,Home theater Sony,21,1281.64,26914.44
2025-10,T03,P021,Parlante Bluetooth JBL,6,3545.85,21275.1
2025-10,T03,P022,Audífonos Sony WH-1000,7,2399.69,16797.83
2025-10,T03,P023,Barra Bose 900,2,2593.32,5186.64
2025-10,T03,P024,Receptor AV Yamaha,14,2515.95,35223.3
2025-10,T03,P025,Licuadora Oster 700W,78,560.29,43702.62
2025-10,T03,P026,Licuadora Philips 1000W,10,488.73,4887.3
2025-10,T03,P027,Microondas LG 32L,34,175.49,5966.66
2025-10,T03,P028,Microondas Panasonic 25L,28,495.21,13865.88
2025-10,T03,P029,Hervidor eléctrico Bosch,3,695.12,2085.36
2025-10,T03,P030,Cafetera DeLonghi,62,572.14,35472.68
2025-10,T03,P031,Freidora de aire Philips,35,482.65,16892.75
2025-10,T03,P032,Aspiradora Dyson V11,58,831.74,48240.92
2025-10,T03,P033,Plancha a vapor Rowenta,57,292.09,16649.13
2025-10,T03,P034,Batidora KitchenAid,56,424.37,23764.72
2025-10,T03,P035,Tostadora Oster,49,839.51,41135.99
2025-10,T03,P036,Purificador de agua,24,472.94,11350.56
2025-10,T03,P037,Laptop HP 15,21,2909.36,61096.56
2025-10,T03,P038,Laptop Lenovo ThinkPad,25,1283.74,32093.5
2025-10,T03,P039,Laptop Asus VivoBook,17,1940.93,32995.81
2025-10,T03,P040,Laptop Dell Inspiron,16,1625.7,26011.2
2025-10,T03,P041,Monitor LG 27,20,1361.33,27226.6
2025-10,T03,P042,Monitor Samsung 24,12,3525.39,42304.68
2025-10,T03,P043,Monitor BenQ 32,20,4126.52,82530.4
2025-10,T03,P044,Impresora Epson EcoTank,18,1538.5,27693.0
2025-10,T03,P045,Impresora HP LaserJet,2,3253.62,6507.24
2025-10,T03,P046,All-in-one Dell,17,2751.13,46769.21
2025-10,T03,P047,Mini PC Intel NUC,0,2790.97,0.0
2025-10,T03,P048,Teclado mecánico Logitech,9,1955.46,17599.14
2025-10,T03,P049,Smartphone iPhone 15,23,4498.05,103455.15
2025-10,T03,P050,Smartphone Samsung S24,25,3357.35,83933.75
2025-10,T03,P051,Smartphone Xiaomi Redmi,22,2609.9,57417.8
2025-10,T03,P052,Tablet iPad 10,8,2665.39,21323.12
2025-10,T03,P053,Tablet Samsung Galaxy Tab,2,4689.64,9379.28
2025-10,T03,P054,Smartwatch Apple Watch,16,4943.79,79100.64
2025-10,T03,P055,Smartwatch Samsung Galaxy,13,3000.78,39010.14
2025-10,T03,P056,Auriculares AirPods,2,3063.1,6126.2
2025-10,T03,P057,Cargador inalámbrico,7,3546.92,24828.44
2025-10,T03,P058,Funda protectora,20,1953.56,39071.2
2025-10,T03,P059,Power bank Anker,20,4119.13,82382.6
2025-10,T03,P060,Smartphone Motorola G84,8,2808.36,22466.88
2025-10,T03,P061,Aire acondicionado LG 12000BTU,2,1183.84,2367.68
2025-10,T03,P062,AC Samsung Inverter,27,1974.68,53316.36
2025-10,T03,P063,AC Midea 9000BTU,39,1094.48,42684.72
2025-10,T03,P064,Ventilador de pie,40,824.03,32961.2
2025-10,T03,P065,Ventilador de techo,20,774.62,15492.4
2025-10,T03,P066,Calefactor eléctrico,27,314.56,8493.12
2025-10,T03,P067,Humidificador,14,1528.5,21399.0
2025-10,T03,P068,Deshumidificador,6,1414.68,8488.08
2025-10,T03,P069,Purificador de aire Xiaomi,17,1143.54,19440.18
2025-10,T03,P070,Climatizador evaporativo,12,1269.63,15235.56
2025-10,T03,P071,Calefón a gas,37,1204.56,44568.72
2025-10,T03,P072,Terma eléctrica,23,2046.94,47079.62
2025-10,T03,P073,Secadora de cabello Gama,35,293.29,10265.15
2025-10,T03,P074,Plancha de cabello Babyliss,51,478.17,24386.67
2025-10,T03,P075,Afeitadora Philips,14,499.24,6989.36
2025-10,T03,P076,Cortadora de cabello Wahl,65,757.46,49234.9
2025-10,T03,P077,Cepillo dental eléctrico,7,742.53,5197.71
2025-10,T03,P078,Depiladora Braun,57,537.43,30633.51
