tienda_id,centro_distribucion,ciudad,producto_id,producto,categoria,stock_actual,ventas_promedio_mensual,stock_minimo,precio_costo,precio_venta
T07,CD-Lima,Lima,P015,Smart TV Sony 75,TV y Audio,5,9.0,2,1558.08,2164.0
T07,CD-Lima,Lima,P016,Smart TV TCL 50,TV y Audio,8,14.58,3,1950.9,2709.58
T07,CD-Lima,Lima,P017,TV OLED LG 65,TV y Audio,5,10.75,2,2946.51,4092.37
T07,CD-Lima,Lima,P018,Soundbar Samsung 5.1,TV y Audio,17,9.17,2,2536.65,3523.12
T07,CD-Lima,Lima,P019,Soundbar JBL 2.1,TV y Audio,13,10.92,2,2235.96,3105.5
T07,CD-Lima,Lima,P020,Home theater Sony,TV y Audio,4,12.0,2,922.78,1281.64
T07,CD-Lima,Lima,P021,Parlante Bluetooth JBL,TV y Audio,21,10.5,2,2553.01,3545.85
T07,CD-Lima,Lima,P022,Audífonos Sony WH-1000,TV y Audio,37,15.0,3,1727.78,2399.69
T07,CD-Lima,Lima,P023,Barra Bose 900,TV y Audio,30,12.58,3,1867.19,2593.32
T07,CD-Lima,Lima,P024,Receptor AV Yamaha,TV y Audio,23,12.17,2,1811.48,2515.95
T07,CD-Lima,Lima,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,27,45.17,9,403.41,560.29
T07,CD-Lima,Lima,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,10,43.42,9,351.89,488.73
T07,CD-Lima,Lima,P027,Microondas LG 32L,Pequeños Electrodomésticos,49,34.0,7,126.35,175.49
T07,CD-Lima,Lima,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,32,35.75,7,356.55,495.21
T07,CD-Lima,Lima,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,60,34.33,7,500.49,695.12
T07,CD-Lima,Lima,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,100,45.17,9,411.94,572.14
T07,CD-Lima,Lima,P031,Freidora de aire Philips,Pequeños Electrodomésticos,20,39.33,8,347.51,482.65
T07,CD-Lima,Lima,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,27,30.42,6,598.85,831.74
T07,CD-Lima,Lima,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,6,45.17,9,210.3,292.09
T07,CD-Lima,Lima,P034,Batidora KitchenAid,Pequeños Electrodomésticos,9,40.08,8,305.55,424.37
T07,CD-Lima,Lima,P035,Tostadora Oster,Pequeños Electrodomésticos,62,29.83,6,604.45,839.51
T07,CD-Lima,Lima,P036,Purificador de agua,Pequeños Electrodomésticos,24,35.42,7,340.52,472.94
T07,CD-Lima,Lima,P037,Laptop HP 15,Cómputo,6,9.75,2,2094.74,2909.36
T07,CD-Lima,Lima,P038,Laptop Lenovo ThinkPad,Cómputo,1,12.5,2,924.29,1283.74
T07,CD-Lima,Lima,P039,Laptop Asus VivoBook,Cómputo,3,12.58,3,1397.47,1940.93
T07,CD-Lima,Lima,P040,Laptop Dell Inspiron,Cómputo,20,13.5,3,1170.5,1625.7
T07,CD-Lima,Lima,P041,Monitor LG 27,Cómputo,8,12.0,2,980.16,1361.33
T07,CD-Lima,Lima,P042,Monitor Samsung 24,Cómputo,19,11.67,2,2538.28,3525.39
T07,CD-Lima,Lima,P043,Monitor BenQ 32,Cómputo,22,9.08,2,2971.09,4126.52
T07,CD-Lima,Lima,P044,Impresora Epson EcoTank,Cómputo,23,10.83,2,1107.72,1538.5
T07,CD-Lima,Lima,P045,Impresora HP LaserJet,Cómputo,27,13.42,3,2342.61,3253.62
T07,CD-Lima,Lima,P046,All-in-one Dell,Cómputo,18,11.33,2,1980.81,2751.13
T07,CD-Lima,Lima,P047,Mini PC Intel NUC,Cómputo,27,15.67,3,2009.5,2790.97
T07,CD-Lima,Lima,P048,Teclado mecánico Logitech,Cómputo,26,10.67,2,1407.93,1955.46
T07,CD-Lima,Lima,P049,Smartphone iPhone 15,Celulares y Tablets,18,8.67,2,3238.6,4498.05
T07,CD-Lima,Lima,P050,Smartphone Samsung S24,Celulares y Tablets,23,10.5,2,2417.29,3357.35
T07,CD-Lima,Lima,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,28,13.58,3,1879.13,2609.9
T07,CD-Lima,Lima,P052,Tablet iPad 10,Celulares y Tablets,19,8.83,2,1919.08,2665.39
T07,CD-Lima,Lima,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,22,9.17,2,3376.54,4689.64
T07,CD-Lima,Lima,P054,Smartwatch Apple Watch,Celulares y Tablets,0,13.5,3,3559.53,4943.79
T07,CD-Lima,Lima,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,14,17.92,4,2160.56,3000.78
T07,CD-Lima,Lima,P056,Auriculares AirPods,Celulares y Tablets,5,14.5,3,2205.43,3063.1
T07,CD-Lima,Lima,P057,Cargador inalámbrico,Celulares y Tablets,9,11.33,2,2553.78,3546.92
T07,CD-Lima,Lima,P058,Funda protectora,Celulares y Tablets,39,15.67,3,1406.56,1953.56
T07,CD-Lima,Lima,P059,Power bank Anker,Celulares y Tablets,19,14.83,3,2965.77,4119.13
T07,CD-Lima,Lima,P060,Smartphone Motorola G84,Celulares y Tablets,9,10.25,2,2022.02,2808.36
T07,CD-Lima,Lima,P061,Aire acondicionado LG 12000BTU,Climatización,27,14.5,3,852.36,1183.84
T07,CD-Lima,Lima,P062,AC Samsung Inverter,Climatización,36,16.75,3,1421.77,1974.68
T07,CD-Lima,Lima,P063,AC Midea 9000BTU,Climatización,33,24.25,5,788.03,1094.48
T07,CD-Lima,Lima,P064,Ventilador de pie,Climatización,18,18.08,4,593.3,824.03
T07,CD-Lima,Lima,P065,Ventilador de techo,Climatización,43,26.67,5,557.73,774.62
T07,CD-Lima,Lima,P066,Calefactor eléctrico,Climatización,19,16.08,3,226.48,314.56
T07,CD-Lima,Lima,P067,Humidificador,Climatización,25,20.92,4,1100.52,1528.5
T07,CD-Lima,Lima,P068,Deshumidificador,Climatización,22,14.58,3,1018.57,1414.68
T07,CD-Lima,Lima,P069,Purificador de aire Xiaomi,Climatización,29,17.75,4,823.35,1143.54
T07,CD-Lima,Lima,P070,Climatizador evaporativo,Climatización,21,26.42,5,914.13,1269.63
T07,CD-Lima,Lima,P071,Calefón a gas,Climatización,30,17.17,3,867.28,1204.56
T07,CD-Lima,Lima,P072,Terma eléctrica,Climatización,12,18.83,4,1473.8,2046.94
T07,CD-Lima,Lima,P073,Secadora de cabello Gama,Cuidado Personal,114,46.33,9,211.17,293.29
T07,CD-Lima,Lima,P074,Plancha de cabello Babyliss,Cuidado Personal,113,49.17,10,344.28,478.17
T07,CD-Lima,Lima,P075,Afeitadora Philips,Cuidado Personal,88,39.67,8,359.45,499.24
T07,CD-Lima,Lima,P076,Cortadora de cabello Wahl,Cuidado Personal,21,34.08,7,545.37,757.46
T07,CD-Lima,Lima,P077,Cepillo dental eléctrico,Cuidado Personal,14,54.67,11,534.62,742.53
T07,CD-Lima,Lima,P078,Depiladora Braun,Cuidado Personal,32,43.17,9,386.95,537.43
T07,CD-Lima,Lima,P079,Afeitadora Braun,Cuidado Personal,55,39.0,8,593.25,823.96
T07,CD-Lima,Lima,P080,Espejo con luz LED,Cuidado Personal,79,39.25,8,548.46,761.75
T07,CD-Lima,Lima,P081,Masajeador eléctrico,Cuidado Personal,120,59.08,12,244.56,339.66
T07,CD-Lima,Lima,P082,Rizadora Conair,Cuidado Personal,54,32.0,6,598.89,831.79
T07,CD-Lima,Lima,P083,Kit de manicura,Cuidado Personal,74,37.75,8,115.68,160.67
T07,CD-Lima,Lima,P084,Balanza digital,Cuidado Personal,36,43.5,9,464.58,645.25
T07,CD-Lima,Lima,P085,Cable HDMI 2m,Accesorios,43,36.58,7,521.11,723.77
T07,CD-Lima,Lima,P086,Cable USB-C,Accesorios,90,51.67,10,361.76,502.44
T07,CD-Lima,Lima,P087,Mouse inalámbrico,Accesorios,45,44.33,9,325.0,451.39
T07,CD-Lima,Lima,P088,Teclado inalámbrico,Accesorios,24,40.08,8,627.49,871.52
T07,CD-Lima,Lima,P089,Audífonos con micrófono,Accesorios,54,41.92,8,628.68,873.16
T07,CD-Lima,Lima,P090,Soporte para TV,Accesorios,83,52.58,11,554.98,770.8
T07,CD-Lima,Lima,P091,Regulador de voltaje,Accesorios,6,43.25,9,340.49,472.9
T07,CD-Lima,Lima,P092,Estabilizador,Accesorios,52,43.25,9,95.56,132.72
T07,CD-Lima,Lima,P093,UPS 1000VA,Accesorios,61,48.25,10,214.92,298.5
T07,CD-Lima,Lima,P094,Hub USB multipuerto,Accesorios,64,36.5,7,351.87,488.71
T07,CD-Lima,Lima,P095,Tarjeta SD 128GB,Accesorios,49,43.67,9,114.67,159.26
T07,CD-Lima,Lima,P096,Memoria USB 64GB,Accesorios,63,47.75,10,498.95,692.99
T08,CD-Lima,Lima,P001,Refrigeradora LG 340L,Línea Blanca,9,9.17,2,1932.38,2683.86
T08,CD-Lima,Lima,P002,Refrigeradora Samsung 450L,Línea Blanca,15,15.17,3,2799.88,3888.72
T08,CD-Lima,Lima,P003,Refrigeradora Bosch 280L,Línea Blanca,12,12.83,3,2491.98,3461.09
T08,CD-Lima,Lima,P004,Lavadora LG 15kg,Línea Blanca,14,10.67,2,2478.23,3441.98
T08,CD-Lima,Lima,P005,Lavadora Samsung 18kg,Línea Blanca,22,13.58,3,1363.49,1893.74
T08,CD-Lima,Lima,P006,Lavadora Whirlpool 14kg,Línea Blanca,15,17.25,3,1461.59,2029.99
T08,CD-Lima,Lima,P007,Secadora Electrolux 10kg,Línea Blanca,24,12.42,2,3192.27,4433.71
T08,CD-Lima,Lima,P008,Cocina a gas Indurama 4H,Línea Blanca,12,10.08,2,3072.06,4266.75
T08,CD-Lima,Lima,P009,Cocina eléctrica Mabe 4H,Línea Blanca,20,12.83,3,2777.0,3856.95
T08,CD-Lima,Lima,P010,Campana extractora Bosch,Línea Blanca,20,12.42,2,3239.19,4498.87
T08,CD-Lima,Lima,P011,Horno empotrado Electrolux,Línea Blanca,26,14.0,3,2084.28,2894.84
T08,CD-Lima,Lima,P012,Lavaplatos Frigidaire,Línea Blanca,13,10.25,2,1045.34,1451.86
T08,CD-Lima,Lima,P013,Smart TV LG 55,TV y Audio,28,11.67,2,1672.78,2323.3
T08,CD-Lima,Lima,P014,Smart TV Samsung 65,TV y Audio,2,13.17,3,2188.5,3039.59
T08,CD-Lima,Lima,P015,Smart TV Sony 75,TV y Audio,15,6.42,1,1558.08,2164.0
T08,CD-Lima,Lima,P016,Smart TV TCL 50,TV y Audio,15,6.33,1,1950.9,2709.58
T08,CD-Lima,Lima,P017,TV OLED LG 65,TV y Audio,17,12.33,2,2946.51,4092.37
T08,CD-Lima,Lima,P018,Soundbar Samsung 5.1,TV y Audio,7,15.25,3,2536.65,3523.12
T08,CD-Lima,Lima,P019,Soundbar JBL 2.1,TV y Audio,21,11.08,2,2235.96,3105.5
T08,CD-Lima,Lima,P020,Home theater Sony,TV y Audio,5,12.17,2,922.78,1281.64
T08,CD-Lima,Lima,P021,Parlante Bluetooth JBL,TV y Audio,7,15.58,3,2553.01,3545.85
T08,CD-Lima,Lima,P022,Audífonos Sony WH-1000,TV y Audio,21,10.75,2,1727.78,2399.69
T08,CD-Lima,Lima,P023,Barra Bose 900,TV y Audio,18,12.08,2,1867.19,2593.32
T08,CD-Lima,Lima,P024,Receptor AV Yamaha,TV y Audio,6,10.83,2,1811.48,2515.95
T08,CD-Lima,Lima,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,19,47.17,9,403.41,560.29
T08,CD-Lima,Lima,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,21,43.67,9,351.89,488.73
T08,CD-Lima,Lima,P027,Microondas LG 32L,Pequeños Electrodomésticos,34,22.83,5,126.35,175.49
T08,CD-Lima,Lima,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,89,40.42,8,356.55,495.21
T08,CD-Lima,Lima,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,105,43.33,9,500.49,695.12
T08,CD-Lima,Lima,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,36,32.33,6,411.94,572.14
T08,CD-Lima,Lima,P031,Freidora de aire Philips,Pequeños Electrodomésticos,84,48.33,10,347.51,482.65
T08,CD-Lima,Lima,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,59,38.67,8,598.85,831.74
T08,CD-Lima,Lima,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,44,43.92,9,210.3,292.09
T08,CD-Lima,Lima,P034,Batidora KitchenAid,Pequeños Electrodomésticos,20,29.33,6,305.55,424.37
T08,CD-Lima,Lima,P035,Tostadora Oster,Pequeños Electrodomésticos,8,47.67,10,604.45,839.51
T08,CD-Lima,Lima,P036,Purificador de agua,Pequeños Electrodomésticos,71,39.33,8,340.52,472.94
T08,CD-Lima,Lima,P037,Laptop HP 15,Cómputo,8,10.5,2,2094.74,2909.36
T08,CD-Lima,Lima,P038,Laptop Lenovo ThinkPad,Cómputo,5,8.83,2,924.29,1283.74
T08,CD-Lima,Lima,P039,Laptop Asus VivoBook,Cómputo,8,8.83,2,1397.47,1940.93
T08,CD-Lima,Lima,P040,Laptop Dell Inspiron,Cómputo,20,12.25,2,1170.5,1625.7
T08,CD-Lima,Lima,P041,Monitor LG 27,Cómputo,7,15.58,3,980.16,1361.33
T08,CD-Lima,Lima,P042,Monitor Samsung 24,Cómputo,11,17.92,4,2538.28,3525.39
T08,CD-Lima,Lima,P043,Monitor BenQ 32,Cómputo,33,15.42,3,2971.09,4126.52
T08,CD-Lima,Lima,P044,Impresora Epson EcoTank,Cómputo,21,10.67,2,1107.72,1538.5
T08,CD-Lima,Lima,P045,Impresora HP LaserJet,Cómputo,6,13.33,3,2342.61,3253.62
T08,CD-Lima,Lima,P046,All-in-one Dell,Cómputo,3,10.08,2,1980.81,2751.13
T08,CD-Lima,Lima,P047,Mini PC Intel NUC,Cómputo,21,11.58,2,2009.5,2790.97
T08,CD-Lima,Lima,P048,Teclado mecánico Logitech,Cómputo,4,7.33,1,1407.93,1955.46
T08,CD-Lima,Lima,P049,Smartphone iPhone 15,Celulares y Tablets,8,16.25,3,3238.6,4498.05
T08,CD-Lima,Lima,P050,Smartphone Samsung S24,Celulares y Tablets,21,17.92,4,2417.29,3357.35
T08,CD-Lima,Lima,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,25,13.17,3,1879.13,2609.9
T08,CD-Lima,Lima,P052,Tablet iPad 10,Celulares y Tablets,11,10.17,2,1919.08,2665.39
T08,CD-Lima,Lima,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,2,12.58,3,3376.54,4689.64
T08,CD-Lima,Lima,P054,Smartwatch Apple Watch,Celulares y Tablets,23,12.58,3,3559.53,4943.79
T08,CD-Lima,Lima,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,33,14.42,3,2160.56,3000.78
T08,CD-Lima,Lima,P056,Auriculares AirPods,Celulares y Tablets,2,12.25,2,2205.43,3063.1
T08,CD-Lima,Lima,P057,Cargador inalámbrico,Celulares y Tablets,11,9.0,2,2553.78,3546.92
T08,CD-Lima,Lima,P058,Funda protectora,Celulares y Tablets,19,15.83,3,1406.56,1953.56
T08,CD-Lima,Lima,P059,Power bank Anker,Celulares y Tablets,18,11.17,2,2965.77,4119.13
T08,CD-Lima,Lima,P060,Smartphone Motorola G84,Celulares y Tablets,2,12.25,2,2022.02,2808.36
T08,CD-Lima,Lima,P061,Aire acondicionado LG 12000BTU,Climatización,31,17.0,3,852.36,1183.84
T08,CD-Lima,Lima,P062,AC Samsung Inverter,Climatización,10,17.67,4,1421.77,1974.68
T08,CD-Lima,Lima,P063,AC Midea 9000BTU,Climatización,44,21.25,4,788.03,1094.48
T08,CD-Lima,Lima,P064,Ventilador de pie,Climatización,15,13.75,3,593.3,824.03
T08,CD-Lima,Lima,P065,Ventilador de techo,Climatización,22,21.5,4,557.73,774.62
T08,CD-Lima,Lima,P066,Calefactor eléctrico,Climatización,2,19.83,4,226.48,314.56
T08,CD-Lima,Lima,P067,Humidificador,Climatización,28,17.67,4,1100.52,1528.5
T08,CD-Lima,Lima,P068,Deshumidificador,Climatización,40,21.42,4,1018.57,1414.68
T08,CD-Lima,Lima,P069,Purificador de aire Xiaomi,Climatización,12,19.08,4,823.35,1143.54
T08,CD-Lima,Lima,P070,Climatizador evaporativo,Climatización,21,15.83,3,914.13,1269.63
T08,CD-Lima,Lima,P071,Calefón a gas,Climatización,16,18.0,4,867.28,1204.56
T08,CD-Lima,Lima,P072,Terma eléctrica,Climatización,8,23.75,5,1473.8,2046.94
T08,CD-Lima,Lima,P073,Secadora de cabello Gama,Cuidado Personal,58,37.83,8,211.17,293.29
T08,CD-Lima,Lima,P074,Plancha de cabello Babyliss,Cuidado Personal,13,38.0,8,344.28,478.17
T08,CD-Lima,Lima,P075,Afeitadora Philips,Cuidado Personal,27,30.58,6,359.45,499.24
T08,CD-Lima,Lima,P076,Cortadora de cabello Wahl,Cuidado Personal,90,42.92,9,545.37,757.46
T08,CD-Lima,Lima,P077,Cepillo dental eléctrico,Cuidado Personal,0,43.25,9,534.62,742.53
T08,CD-Lima,Lima,P078,Depiladora Braun,Cuidado Personal,38,36.67,7,386.95,537.43
T08,CD-Lima,Lima,P079,Afeitadora Braun,Cuidado Personal,75,46.0,9,593.25,823.96
T08,CD-Lima,Lima,P080,Espejo con luz LED,Cuidado Personal,112,48.83,10,548.46,761.75
T08,CD-Lima,Lima,P081,Masajeador eléctrico,Cuidado Personal,62,45.58,9,244.56,339.66
T08,CD-Lima,Lima,P082,Rizadora Conair,Cuidado Personal,30,30.33,6,598.89,831.79
T08,CD-Lima,Lima,P083,Kit de manicura,Cuidado Personal,11,41.92,8,115.68,160.67
T08,CD-Lima,Lima,P084,Balanza digital,Cuidado Personal,62,42.08,8,464.58,645.25
T08,CD-Lima,Lima,P085,Cable HDMI 2m,Accesorios,114,45.83,9,521.11,723.77
T08,CD-Lima,Lima,P086,Cable USB-C,Accesorios,90,45.17,9,361.76,502.44
T08,CD-Lima,Lima,P087,Mouse inalámbrico,Accesorios,54,49.08,10,325.0,451.39
T08,CD-Lima,Lima,P088,Teclado inalámbrico,Accesorios,35,35.0,7,627.49,871.52
T08,CD-Lima,Lima,P089,Audífonos con micrófono,Accesorios,4,46.08,9,628.68,873.16
T08,CD-Lima,Lima,P090,Soporte para TV,Accesorios,14,30.92,6,554.98,770.8
T08,CD-Lima,Lima,P091,Regulador de voltaje,Accesorios,2,41.17,8,340.49,472.9
T08,CD-Lima,Lima,P092,Estabilizador,Accesorios,93,45.75,9,95.56,132.72
T08,CD-Lima,Lima,P093,UPS 1000VA,Accesorios,78,35.25,7,214.92,298.5
T08,CD-Lima,Lima,P094,Hub USB multipuerto,Accesorios,21,35.08,7,351.87,488.71
T08,CD-Lima,Lima,P095,Tarjeta SD 128GB,Accesorios,20,41.0,8,114.67,159.26
T08,CD-Lima,Lima,P096,Memoria USB 64GB,Accesorios,11,26.75,5,498.95,692.99
T09,CD-Lima,Lima,P001,Refrigeradora LG 340L,Línea Blanca,3,11.0,2,1932.38,2683.86
T09,CD-Lima,Lima,P002,Refrigeradora Samsung 450L,Línea Blanca,19,14.67,3,2799.88,3888.72
T09,CD-Lima,Lima,P003,Refrigeradora Bosch 280L,Línea Blanca,34,14.0,3,2491.98,3461.09
T09,CD-Lima,Lima,P004,Lavadora LG 15kg,Línea Blanca,0,12.0,2,2478.23,3441.98
T09,CD-Lima,Lima,P005,Lavadora Samsung 18kg,Línea Blanca,31,15.17,3,1363.49,1893.74
T09,CD-Lima,Lima,P006,Lavadora Whirlpool 14kg,Línea Blanca,16,13.17,3,1461.59,2029.99
T09,CD-Lima,Lima,P007,Secadora Electrolux 10kg,Línea Blanca,25,11.42,2,3192.27,4433.71
T09,CD-Lima,Lima,P008,Cocina a gas Indurama 4H,Línea Blanca,14,10.83,2,3072.06,4266.75
T09,CD-Lima,Lima,P009,Cocina eléctrica Mabe 4H,Línea Blanca,11,9.58,2,2777.0,3856.95
T09,CD-Lima,Lima,P010,Campana extractora Bosch,Línea Blanca,25,12.33,2,3239.19,4498.87
T09,CD-Lima,Lima,P011,Horno empotrado Electrolux,Línea Blanca,5,13.25,3,2084.28,2894.84
T09,CD-Lima,Lima,P012,Lavaplatos Frigidaire,Línea Blanca,25,12.25,2,1045.34,1451.86
T09,CD-Lima,Lima,P013,Smart TV LG 55,TV y Audio,31,14.92,3,1672.78,2323.3
T09,CD-Lima,Lima,P014,Smart TV Samsung 65,TV y Audio,3,14.33,3,2188.5,3039.59
T09,CD-Lima,Lima,P015,Smart TV Sony 75,TV y Audio,24,11.17,2,1558.08,2164.0
T09,CD-Lima,Lima,P016,Smart TV TCL 50,TV y Audio,19,11.5,2,1950.9,2709.58
T09,CD-Lima,Lima,P017,TV OLED LG 65,TV y Audio,4,11.25,2,2946.51,4092.37
T09,CD-Lima,Lima,P018,Soundbar Samsung 5.1,TV y Audio,26,11.92,2,2536.65,3523.12
T09,CD-Lima,Lima,P019,Soundbar JBL 2.1,TV y Audio,14,12.83,3,2235.96,3105.5
T09,CD-Lima,Lima,P020,Home theater Sony,TV y Audio,12,12.92,3,922.78,1281.64
T09,CD-Lima,Lima,P021,Parlante Bluetooth JBL,TV y Audio,10,7.5,2,2553.01,3545.85
T09,CD-Lima,Lima,P022,Audífonos Sony WH-1000,TV y Audio,1,7.67,2,1727.78,2399.69
T09,CD-Lima,Lima,P023,Barra Bose 900,TV y Audio,0,13.5,3,1867.19,2593.32
T09,CD-Lima,Lima,P024,Receptor AV Yamaha,TV y Audio,25,15.42,3,1811.48,2515.95
T09,CD-Lima,Lima,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,55,55.33,11,403.41,560.29
T09,CD-Lima,Lima,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,9,43.42,9,351.89,488.73
T09,CD-Lima,Lima,P027,Microondas LG 32L,Pequeños Electrodomésticos,21,35.92,7,126.35,175.49
T09,CD-Lima,Lima,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,98,41.5,8,356.55,495.21
T09,CD-Lima,Lima,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,13,30.83,6,500.49,695.12
T09,CD-Lima,Lima,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,16,40.58,8,411.94,572.14
T09,CD-Lima,Lima,P031,Freidora de aire Philips,Pequeños Electrodomésticos,84,48.33,10,347.51,482.65
T09,CD-Lima,Lima,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,50,42.92,9,598.85,831.74
T09,CD-Lima,Lima,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,84,35.5,7,210.3,292.09
T09,CD-Lima,Lima,P034,Batidora KitchenAid,Pequeños Electrodomésticos,70,32.83,7,305.55,424.37
T09,CD-Lima,Lima,P035,Tostadora Oster,Pequeños Electrodomésticos,64,39.25,8,604.45,839.51
T09,CD-Lima,Lima,P036,Purificador de agua,Pequeños Electrodomésticos,37,48.08,10,340.52,472.94
T09,CD-Lima,Lima,P037,Laptop HP 15,Cómputo,8,11.83,2,2094.74,2909.36
T09,CD-Lima,Lima,P038,Laptop Lenovo ThinkPad,Cómputo,16,13.42,3,924.29,1283.74
T09,CD-Lima,Lima,P039,Laptop Asus VivoBook,Cómputo,9,14.5,3,1397.47,1940.93
T09,CD-Lima,Lima,P040,Laptop Dell Inspiron,Cómputo,13,12.5,2,1170.5,1625.7
T09,CD-Lima,Lima,P041,Monitor LG 27,Cómputo,20,8.75,2,980.16,1361.33
T09,CD-Lima,Lima,P042,Monitor Samsung 24,Cómputo,5,10.0,2,2538.28,3525.39
T09,CD-Lima,Lima,P043,Monitor BenQ 32,Cómputo,25,14.75,3,2971.09,4126.52
T09,CD-Lima,Lima,P044,Impresora Epson EcoTank,Cómputo,8,16.42,3,1107.72,1538.5
T09,CD-Lima,Lima,P045,Impresora HP LaserJet,Cómputo,11,9.83,2,2342.61,3253.62
T09,CD-Lima,Lima,P046,All-in-one Dell,Cómputo,14,9.42,2,1980.81,2751.13
T09,CD-Lima,Lima,P047,Mini PC Intel NUC,Cómputo,12,8.08,2,2009.5,2790.97
T09,CD-Lima,Lima,P048,Teclado mecánico Logitech,Cómputo,22,11.42,2,1407.93,1955.46
T09,CD-Lima,Lima,P049,Smartphone iPhone 15,Celulares y Tablets,3,13.0,3,3238.6,4498.05
T09,CD-Lima,Lima,P050,Smartphone Samsung S24,Celulares y Tablets,8,13.83,3,2417.29,3357.35
T09,CD-Lima,Lima,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,14,11.75,2,1879.13,2609.9
T09,CD-Lima,Lima,P052,Tablet iPad 10,Celulares y Tablets,14,11.25,2,1919.08,2665.39
T09,CD-Lima,Lima,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,0,7.92,2,3376.54,4689.64
T09,CD-Lima,Lima,P054,Smartwatch Apple Watch,Celulares y Tablets,29,12.75,3,3559.53,4943.79
T09,CD-Lima,Lima,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,38,17.25,3,2160.56,3000.78
T09,CD-Lima,Lima,P056,Auriculares AirPods,Celulares y Tablets,15,13.42,3,2205.43,3063.1
T09,CD-Lima,Lima,P057,Cargador inalámbrico,Celulares y Tablets,0,14.75,3,2553.78,3546.92
T09,CD-Lima,Lima,P058,Funda protectora,Celulares y Tablets,24,10.17,2,1406.56,1953.56
T09,CD-Lima,Lima,P059,Power bank Anker,Celulares y Tablets,0,12.83,3,2965.77,4119.13
T09,CD-Lima,Lima,P060,Smartphone Motorola G84,Celulares y Tablets,4,12.67,3,2022.02,2808.36
T09,CD-Lima,Lima,P061,Aire acondicionado LG 12000BTU,Climatización,12,24.33,5,852.36,1183.84
T09,CD-Lima,Lima,P062,AC Samsung Inverter,Climatización,38,16.5,3,1421.77,1974.68
T09,CD-Lima,Lima,P063,AC Midea 9000BTU,Climatización,50,21.75,4,788.03,1094.48
T09,CD-Lima,Lima,P064,Ventilador de pie,Climatización,31,16.83,3,593.3,824.03
T09,CD-Lima,Lima,P065,Ventilador de techo,Climatización,34,22.75,5,557.73,774.62
T09,CD-Lima,Lima,P066,Calefactor eléctrico,Climatización,9,17.25,3,226.48,314.56
T09,CD-Lima,Lima,P067,Humidificador,Climatización,17,18.42,4,1100.52,1528.5
T09,CD-Lima,Lima,P068,Deshumidificador,Climatización,25,20.92,4,1018.57,1414.68
T09,CD-Lima,Lima,P069,Purificador de aire Xiaomi,Climatización,24,15.92,3,823.35,1143.54
T09,CD-Lima,Lima,P070,Climatizador evaporativo,Climatización,10,26.0,5,914.13,1269.63
T09,CD-Lima,Lima,P071,Calefón a gas,Climatización,41,18.83,4,867.28,1204.56
T09,CD-Lima,Lima,P072,Terma eléctrica,Climatización,12,12.25,2,1473.8,2046.94
T09,CD-Lima,Lima,P073,Secadora de cabello Gama,Cuidado Personal,42,40.75,8,211.17,293.29
T09,CD-Lima,Lima,P074,Plancha de cabello Babyliss,Cuidado Personal,43,35.67,7,344.28,478.17
T09,CD-Lima,Lima,P075,Afeitadora Philips,Cuidado Personal,17,20.92,4,359.45,499.24
T09,CD-Lima,Lima,P076,Cortadora de cabello Wahl,Cuidado Personal,33,34.92,7,545.37,757.46
T09,CD-Lima,Lima,P077,Cepillo dental eléctrico,Cuidado Personal,54,34.83,7,534.62,742.53
T09,CD-Lima,Lima,P078,Depiladora Braun,Cuidado Personal,56,36.67,7,386.95,537.43
T09,CD-Lima,Lima,P079,Afeitadora Braun,Cuidado Personal,50,32.42,6,593.25,823.96
T09,CD-Lima,Lima,P080,Espejo con luz LED,Cuidado Personal,16,50.08,10,548.46,761.75
